Indicator,Country,Year,Tax (% of GDP
Taxes on Transport (excluding fuel for transport),Japan,2018,0.48
Taxes on Transport (excluding fuel for transport),Japan,2019,0.47
Taxes on Transport (excluding fuel for transport),Japan,2020,0.48
Environmental Taxes,"Kazakhstan, Rep. of",2015,1.738618383
Environmental Taxes,"Kazakhstan, Rep. of",2016,1.26462733
Environmental Taxes,"Kazakhstan, Rep. of",2017,1.979057671
Environmental Taxes,"Kazakhstan, Rep. of",2018,1.609830808
Environmental Taxes,"Kazakhstan, Rep. of",2019,1.366779646
Taxes on Energy (including fuel for transport),"Kazakhstan, Rep. of",2015,1.189111765
Taxes on Energy (including fuel for transport),"Kazakhstan, Rep. of",2016,0.682629657
Taxes on Energy (including fuel for transport),"Kazakhstan, Rep. of",2017,1.258753861
Taxes on Energy (including fuel for transport),"Kazakhstan, Rep. of",2018,0.860821675
Taxes on Energy (including fuel for transport),"Kazakhstan, Rep. of",2019,0.591507877
Taxes on Pollution,"Kazakhstan, Rep. of",2015,0.155021031
Taxes on Pollution,"Kazakhstan, Rep. of",2016,0.143100605
Taxes on Pollution,"Kazakhstan, Rep. of",2017,0.133377198
Taxes on Pollution,"Kazakhstan, Rep. of",2018,0.140936021
Taxes on Pollution,"Kazakhstan, Rep. of",2019,0.144981738
Taxes on Resources,"Kazakhstan, Rep. of",2015,0.288799101
Taxes on Resources,"Kazakhstan, Rep. of",2016,0.339093252
Taxes on Resources,"Kazakhstan, Rep. of",2017,0.476624556
Taxes on Resources,"Kazakhstan, Rep. of",2018,0.499384175
Taxes on Resources,"Kazakhstan, Rep. of",2019,0.525256991
Taxes on Transport (excluding fuel for transport),"Kazakhstan, Rep. of",2015,0.105686485
Taxes on Transport (excluding fuel for transport),"Kazakhstan, Rep. of",2016,0.099803816
Taxes on Transport (excluding fuel for transport),"Kazakhstan, Rep. of",2017,0.110302055
Taxes on Transport (excluding fuel for transport),"Kazakhstan, Rep. of",2018,0.108688936
Taxes on Transport (excluding fuel for transport),"Kazakhstan, Rep. of",2019,0.105033039
Environmental Taxes,Kenya,2001,3.76
Environmental Taxes,Kenya,2002,3.67
Environmental Taxes,Kenya,2003,3.38
Environmental Taxes,Kenya,2004,3.34
Environmental Taxes,Kenya,2005,3.32
Environmental Taxes,Kenya,2006,2.67
Environmental Taxes,Kenya,2007,2.72
Environmental Taxes,Kenya,2008,2.42
Environmental Taxes,Kenya,2009,2.11
Environmental Taxes,Kenya,2010,2.1
Environmental Taxes,Kenya,2011,1.88
Environmental Taxes,Kenya,2012,1.62
Environmental Taxes,Kenya,2013,1.56
Environmental Taxes,Kenya,2014,1.94
Environmental Taxes,Kenya,2015,1.76
Environmental Taxes,Kenya,2016,1.89
Environmental Taxes,Kenya,2017,2.14
Environmental Taxes,Kenya,2018,2.06
Environmental Taxes,Kenya,2019,2.12
Taxes on Energy (including fuel for transport),Kenya,2001,2.52
Taxes on Energy (including fuel for transport),Kenya,2002,2.5
Taxes on Energy (including fuel for transport),Kenya,2003,2.28
Taxes on Energy (including fuel for transport),Kenya,2004,2.2
Taxes on Energy (including fuel for transport),Kenya,2005,2.16
Taxes on Energy (including fuel for transport),Kenya,2006,1.71
Taxes on Energy (including fuel for transport),Kenya,2007,1.57
Taxes on Energy (including fuel for transport),Kenya,2008,1.39
Taxes on Energy (including fuel for transport),Kenya,2009,1.22
Taxes on Energy (including fuel for transport),Kenya,2010,1.21
Taxes on Energy (including fuel for transport),Kenya,2011,1.08
Taxes on Energy (including fuel for transport),Kenya,2012,0.88
Taxes on Energy (including fuel for transport),Kenya,2013,0.81
Taxes on Energy (including fuel for transport),Kenya,2014,0.87
Taxes on Energy (including fuel for transport),Kenya,2015,0.79
Taxes on Energy (including fuel for transport),Kenya,2016,0.82
Taxes on Energy (including fuel for transport),Kenya,2017,0.82
Taxes on Energy (including fuel for transport),Kenya,2018,0.78
Taxes on Energy (including fuel for transport),Kenya,2019,0.88
Taxes on Pollution,Kenya,1995,0
Taxes on Pollution,Kenya,1996,0
Taxes on Pollution,Kenya,1997,0
Taxes on Pollution,Kenya,1998,0
Taxes on Pollution,Kenya,1999,0
Taxes on Pollution,Kenya,2000,0
Taxes on Pollution,Kenya,2001,0
Taxes on Pollution,Kenya,2002,0
Taxes on Pollution,Kenya,2003,0
Taxes on Pollution,Kenya,2004,0
Taxes on Pollution,Kenya,2005,0
Taxes on Pollution,Kenya,2006,0
Taxes on Pollution,Kenya,2007,0
Taxes on Pollution,Kenya,2008,0
Taxes on Pollution,Kenya,2009,0
Taxes on Pollution,Kenya,2010,0
Taxes on Pollution,Kenya,2011,0
Taxes on Pollution,Kenya,2012,0
Taxes on Pollution,Kenya,2013,0
Taxes on Pollution,Kenya,2014,0
Taxes on Pollution,Kenya,2015,0
Taxes on Pollution,Kenya,2016,0
Taxes on Pollution,Kenya,2017,0
Taxes on Pollution,Kenya,2018,0
Taxes on Pollution,Kenya,2019,0
Taxes on Pollution,Kenya,2020,0
Taxes on Resources,Kenya,1995,0
Taxes on Resources,Kenya,1996,0
Taxes on Resources,Kenya,1997,0
Taxes on Resources,Kenya,1998,0
Taxes on Resources,Kenya,1999,0
Taxes on Resources,Kenya,2000,0
Taxes on Resources,Kenya,2001,0
Taxes on Resources,Kenya,2002,0
Taxes on Resources,Kenya,2003,0
Taxes on Resources,Kenya,2004,0
Taxes on Resources,Kenya,2005,0
Taxes on Resources,Kenya,2006,0
Taxes on Resources,Kenya,2007,0
Taxes on Resources,Kenya,2008,0
Taxes on Resources,Kenya,2009,0
Taxes on Resources,Kenya,2010,0
Taxes on Resources,Kenya,2011,0
Taxes on Resources,Kenya,2012,0
Taxes on Resources,Kenya,2013,0
Taxes on Resources,Kenya,2014,0
Taxes on Resources,Kenya,2015,0
Taxes on Resources,Kenya,2016,0
Taxes on Resources,Kenya,2017,0
Taxes on Resources,Kenya,2018,0
Taxes on Resources,Kenya,2019,0
Taxes on Resources,Kenya,2020,0
Taxes on Transport (excluding fuel for transport),Kenya,2001,1.23
Taxes on Transport (excluding fuel for transport),Kenya,2002,1.18
Taxes on Transport (excluding fuel for transport),Kenya,2003,1.09
Taxes on Transport (excluding fuel for transport),Kenya,2004,1.14
Taxes on Transport (excluding fuel for transport),Kenya,2005,1.16
Taxes on Transport (excluding fuel for transport),Kenya,2006,0.95
Taxes on Transport (excluding fuel for transport),Kenya,2007,1.14
Taxes on Transport (excluding fuel for transport),Kenya,2008,1.03
Taxes on Transport (excluding fuel for transport),Kenya,2009,0.89
Taxes on Transport (excluding fuel for transport),Kenya,2010,0.89
Taxes on Transport (excluding fuel for transport),Kenya,2011,0.8
Taxes on Transport (excluding fuel for transport),Kenya,2012,0.74
Taxes on Transport (excluding fuel for transport),Kenya,2013,0.75
Taxes on Transport (excluding fuel for transport),Kenya,2014,1.07
Taxes on Transport (excluding fuel for transport),Kenya,2015,0.98
Taxes on Transport (excluding fuel for transport),Kenya,2016,1.07
Taxes on Transport (excluding fuel for transport),Kenya,2017,1.32
Taxes on Transport (excluding fuel for transport),Kenya,2018,1.27
Taxes on Transport (excluding fuel for transport),Kenya,2019,1.24
Environmental Taxes,"Korea, Rep. of",1995,1.82
Environmental Taxes,"Korea, Rep. of",1996,2.11
Environmental Taxes,"Korea, Rep. of",1997,2.24
Environmental Taxes,"Korea, Rep. of",1998,2.32
Environmental Taxes,"Korea, Rep. of",1999,2.34
Environmental Taxes,"Korea, Rep. of",2000,2.45
Environmental Taxes,"Korea, Rep. of",2001,2.67
Environmental Taxes,"Korea, Rep. of",2002,2.43
Environmental Taxes,"Korea, Rep. of",2003,2.46
Environmental Taxes,"Korea, Rep. of",2004,2.32
Environmental Taxes,"Korea, Rep. of",2005,2.55
Environmental Taxes,"Korea, Rep. of",2006,2.46
Environmental Taxes,"Korea, Rep. of",2007,2.6
Environmental Taxes,"Korea, Rep. of",2008,2.5
Environmental Taxes,"Korea, Rep. of",2009,2.23
Environmental Taxes,"Korea, Rep. of",2010,2.51
Environmental Taxes,"Korea, Rep. of",2011,2.62
Environmental Taxes,"Korea, Rep. of",2012,2.73
Environmental Taxes,"Korea, Rep. of",2013,2.61
Environmental Taxes,"Korea, Rep. of",2014,2.66
Taxes on Energy (including fuel for transport),"Korea, Rep. of",1995,0.85
Taxes on Energy (including fuel for transport),"Korea, Rep. of",1996,1.12
Taxes on Energy (including fuel for transport),"Korea, Rep. of",1997,1.27
Taxes on Energy (including fuel for transport),"Korea, Rep. of",1998,1.57
Taxes on Energy (including fuel for transport),"Korea, Rep. of",1999,1.65
Taxes on Energy (including fuel for transport),"Korea, Rep. of",2000,1.76
Taxes on Energy (including fuel for transport),"Korea, Rep. of",2001,2.03
Taxes on Energy (including fuel for transport),"Korea, Rep. of",2002,1.81
Taxes on Energy (including fuel for transport),"Korea, Rep. of",2003,1.87
Taxes on Energy (including fuel for transport),"Korea, Rep. of",2004,1.84
Taxes on Energy (including fuel for transport),"Korea, Rep. of",2005,2.06
Taxes on Energy (including fuel for transport),"Korea, Rep. of",2006,1.92
Taxes on Energy (including fuel for transport),"Korea, Rep. of",2007,2.04
Taxes on Energy (including fuel for transport),"Korea, Rep. of",2008,1.94
Taxes on Energy (including fuel for transport),"Korea, Rep. of",2009,1.73
Taxes on Energy (including fuel for transport),"Korea, Rep. of",2010,1.96
Taxes on Energy (including fuel for transport),"Korea, Rep. of",2011,1.69
Taxes on Energy (including fuel for transport),"Korea, Rep. of",2012,1.83
Taxes on Energy (including fuel for transport),"Korea, Rep. of",2013,1.75
Taxes on Energy (including fuel for transport),"Korea, Rep. of",2014,1.73
Taxes on Energy (including fuel for transport),"Korea, Rep. of",2015,0.98
Taxes on Energy (including fuel for transport),"Korea, Rep. of",2016,1.01
Taxes on Pollution,"Korea, Rep. of",1995,0
Taxes on Pollution,"Korea, Rep. of",1996,0
Taxes on Pollution,"Korea, Rep. of",1997,0
Taxes on Pollution,"Korea, Rep. of",1998,0
Taxes on Pollution,"Korea, Rep. of",1999,0
Taxes on Pollution,"Korea, Rep. of",2000,0
Taxes on Pollution,"Korea, Rep. of",2001,0
Taxes on Pollution,"Korea, Rep. of",2004,0
Taxes on Pollution,"Korea, Rep. of",2005,0
Taxes on Pollution,"Korea, Rep. of",2006,0
Taxes on Pollution,"Korea, Rep. of",2007,0
Taxes on Pollution,"Korea, Rep. of",2008,0.01
Taxes on Pollution,"Korea, Rep. of",2009,0
Taxes on Pollution,"Korea, Rep. of",2010,0
Taxes on Pollution,"Korea, Rep. of",2011,0
Taxes on Pollution,"Korea, Rep. of",2012,0.01
Taxes on Pollution,"Korea, Rep. of",2013,0.02
Taxes on Pollution,"Korea, Rep. of",2014,0.05
Taxes on Resources,"Korea, Rep. of",1995,0
Taxes on Resources,"Korea, Rep. of",1996,0
Taxes on Resources,"Korea, Rep. of",1997,0
Taxes on Resources,"Korea, Rep. of",1998,0
Taxes on Resources,"Korea, Rep. of",1999,0
Taxes on Resources,"Korea, Rep. of",2000,0
Taxes on Resources,"Korea, Rep. of",2001,0
Taxes on Resources,"Korea, Rep. of",2002,0
Taxes on Resources,"Korea, Rep. of",2003,0
Taxes on Resources,"Korea, Rep. of",2004,0
Taxes on Resources,"Korea, Rep. of",2005,0
Taxes on Resources,"Korea, Rep. of",2006,0
Taxes on Resources,"Korea, Rep. of",2007,0
Taxes on Resources,"Korea, Rep. of",2008,0
Taxes on Resources,"Korea, Rep. of",2009,0
Taxes on Resources,"Korea, Rep. of",2010,0
Taxes on Resources,"Korea, Rep. of",2011,0
Taxes on Resources,"Korea, Rep. of",2012,0
Taxes on Resources,"Korea, Rep. of",2013,0
Taxes on Resources,"Korea, Rep. of",2014,0
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",1995,0.97
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",1996,0.99
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",1997,0.97
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",1998,0.75
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",1999,0.68
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",2000,0.69
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",2001,0.65
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",2002,0.62
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",2003,0.59
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",2004,0.47
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",2005,0.49
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",2006,0.54
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",2007,0.55
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",2008,0.56
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",2009,0.51
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",2010,0.56
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",2011,0.93
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",2012,0.89
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",2013,0.84
Taxes on Transport (excluding fuel for transport),"Korea, Rep. of",2014,0.88
Environmental Taxes,"Kosovo, Rep. of",2015,0.000192972
Environmental Taxes,"Kosovo, Rep. of",2016,0.005337805
Environmental Taxes,"Kosovo, Rep. of",2017,0.006116633
Environmental Taxes,"Kosovo, Rep. of",2018,0.008842484
Environmental Taxes,"Kosovo, Rep. of",2019,0.01641337
Taxes on Pollution,"Kosovo, Rep. of",2015,0.058613757
Taxes on Pollution,"Kosovo, Rep. of",2016,0.0572761
Taxes on Pollution,"Kosovo, Rep. of",2017,0.060771809
Taxes on Pollution,"Kosovo, Rep. of",2018,0.058683156
Taxes on Pollution,"Kosovo, Rep. of",2019,0.057129534
Taxes on Resources,"Kosovo, Rep. of",2015,4.10E-05
Taxes on Resources,"Kosovo, Rep. of",2016,1.82E-05
Taxes on Resources,"Kosovo, Rep. of",2017,0
Taxes on Resources,"Kosovo, Rep. of",2018,0
Taxes on Resources,"Kosovo, Rep. of",2019,0
Taxes on Transport (excluding fuel for transport),"Kosovo, Rep. of",2015,0.519107791
Taxes on Transport (excluding fuel for transport),"Kosovo, Rep. of",2016,0.500921594
Taxes on Transport (excluding fuel for transport),"Kosovo, Rep. of",2017,0.522489531
Taxes on Transport (excluding fuel for transport),"Kosovo, Rep. of",2018,0.460472167
Taxes on Transport (excluding fuel for transport),"Kosovo, Rep. of",2019,0.446997219
Environmental Taxes,Kyrgyz Rep.,1996,0.35
Environmental Taxes,Kyrgyz Rep.,1997,0.35
Environmental Taxes,Kyrgyz Rep.,1998,0.39
Environmental Taxes,Kyrgyz Rep.,1999,0.38
Environmental Taxes,Kyrgyz Rep.,2000,0.72
Environmental Taxes,Kyrgyz Rep.,2001,0.55
Environmental Taxes,Kyrgyz Rep.,2002,0.5
Environmental Taxes,Kyrgyz Rep.,2003,0.53
Environmental Taxes,Kyrgyz Rep.,2004,0.51
Environmental Taxes,Kyrgyz Rep.,2005,0.51
Environmental Taxes,Kyrgyz Rep.,2006,0.55
Environmental Taxes,Kyrgyz Rep.,2007,0.54
Environmental Taxes,Kyrgyz Rep.,2008,0.63
Environmental Taxes,Kyrgyz Rep.,2009,0.29
Environmental Taxes,Kyrgyz Rep.,2010,0.2
Environmental Taxes,Kyrgyz Rep.,2011,0.15
Environmental Taxes,Kyrgyz Rep.,2012,0.18
Environmental Taxes,Kyrgyz Rep.,2013,0.18
Environmental Taxes,Kyrgyz Rep.,2014,0.17
Environmental Taxes,Kyrgyz Rep.,2015,0.16
Environmental Taxes,Kyrgyz Rep.,2016,0.17
Environmental Taxes,Kyrgyz Rep.,2017,0.15
Environmental Taxes,Kyrgyz Rep.,2018,0.15
Environmental Taxes,Kyrgyz Rep.,2019,0.14
Environmental Taxes,Kyrgyz Rep.,2020,0.13
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,1995,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,1996,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,1997,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,1998,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,1999,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2000,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2001,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2002,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2003,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2004,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2005,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2006,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2007,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2008,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2009,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2010,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2011,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2012,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2013,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2014,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2015,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2016,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2017,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2018,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2019,0
Taxes on Energy (including fuel for transport),Kyrgyz Rep.,2020,0
Taxes on Pollution,Kyrgyz Rep.,1995,0
Taxes on Pollution,Kyrgyz Rep.,1996,0
Taxes on Pollution,Kyrgyz Rep.,1997,0
Taxes on Pollution,Kyrgyz Rep.,1998,0
Taxes on Pollution,Kyrgyz Rep.,1999,0
Taxes on Pollution,Kyrgyz Rep.,2000,0
Taxes on Pollution,Kyrgyz Rep.,2001,0
Taxes on Pollution,Kyrgyz Rep.,2002,0
